video_name,subgroup,true_label,predicted,correct,prob_real,prob_diffusion,prob_deepfake,confidence
id20_0004.mp4,real(id_pattern),real,deepfake,False,0.0042589204385876656,0.21194122731685638,0.7837998270988464,0.7837998270988464
03_04__talking_angry_couch__T04P6ELC.mp4,faceforensics(__),deepfake,real,False,0.7780910134315491,0.06397608667612076,0.15793286263942719,0.7780910134315491
id16_0006.mp4,real(id_pattern),real,deepfake,False,0.21777433156967163,0.018071433529257774,0.7641542553901672,0.7641542553901672
id0_id26_0009.mp4,id_id(faceswap),deepfake,real,False,0.7603119611740112,0.006175035145133734,0.2335129678249359,0.7603119611740112
934.mp4,real(numeric),real,diffusion,False,0.16223417222499847,0.7522370219230652,0.08552877604961395,0.7522370219230652
960.mp4,real(numeric),real,diffusion,False,0.2150256484746933,0.7497029304504395,0.035271406173706055,0.7497029304504395
930.mp4,real(numeric),real,deepfake,False,0.2212756723165512,0.030009182170033455,0.7487151622772217,0.7487151622772217
id17_0008.mp4,real(id_pattern),real,deepfake,False,0.2506519854068756,0.001382694928906858,0.7479652762413025,0.7479652762413025
sora_0046.mp4,sora,diffusion,real,False,0.7329981327056885,0.25038179755210876,0.016620121896266937,0.7329981327056885
945.mp4,real(numeric),real,diffusion,False,0.037407875061035156,0.7320356965065002,0.2305564433336258,0.7320356965065002
id24_0007.mp4,real(id_pattern),real,deepfake,False,0.26801440119743347,0.0014099051477387547,0.730575680732727,0.730575680732727
kling_0017.mp4,kling,diffusion,real,False,0.7233995795249939,0.27175915241241455,0.004841282498091459,0.7233995795249939
Seedance_0015.mp4,seedance,diffusion,real,False,0.7226824164390564,0.24480557441711426,0.03251194953918457,0.7226824164390564
id23_0006.mp4,real(id_pattern),real,deepfake,False,0.2729184031486511,0.011566275730729103,0.7155153155326843,0.7155153155326843
id22_0002.mp4,real(id_pattern),real,deepfake,False,0.19801224768161774,0.08973508328199387,0.712252676486969,0.712252676486969
id0_id26_0008.mp4,id_id(faceswap),deepfake,real,False,0.7100003957748413,0.014482245780527592,0.2755173146724701,0.7100003957748413
02_18__secret_conversation__B95S4G6F.mp4,faceforensics(__),deepfake,real,False,0.7096672058105469,0.005080374889075756,0.2852523624897003,0.7096672058105469
sora_0044.mp4,sora,diffusion,deepfake,False,0.10636989772319794,0.19001877307891846,0.7036113142967224,0.7036113142967224
kling_0009.mp4,kling,diffusion,deepfake,False,0.1328924596309662,0.17287752032279968,0.6942300200462341,0.6942300200462341
sora_0052.mp4,sora,diffusion,real,False,0.6847182512283325,0.07965902984142303,0.23562267422676086,0.6847182512283325
id25_0007.mp4,real(id_pattern),real,deepfake,False,0.2419191151857376,0.07956402748823166,0.6785168647766113,0.6785168647766113
02_21__kitchen_pan__Z0XHPQAR.mp4,faceforensics(__),deepfake,diffusion,False,0.21017751097679138,0.6708956956863403,0.11892682313919067,0.6708956956863403
03_07__walking_outside_cafe_disgusted__CDSNLDQ8.mp4,faceforensics(__),deepfake,diffusion,False,0.2009105384349823,0.6697235703468323,0.12936584651470184,0.6697235703468323
03_07__kitchen_pan__WPT3Z2KN.mp4,faceforensics(__),deepfake,diffusion,False,0.06730327010154724,0.6680831909179688,0.2646135687828064,0.6680831909179688
955.mp4,real(numeric),real,diffusion,False,0.1971540004014969,0.6536362171173096,0.14920982718467712,0.6536362171173096
id25_0000.mp4,real(id_pattern),real,deepfake,False,0.14264146983623505,0.2047826647758484,0.6525758504867554,0.6525758504867554
id26_0000.mp4,real(id_pattern),real,deepfake,False,0.044288720935583115,0.3031409680843353,0.6525703072547913,0.6525703072547913
936.mp4,real(numeric),real,diffusion,False,0.17255054414272308,0.6514310836791992,0.17601832747459412,0.6514310836791992
sora_0033.mp4,sora,diffusion,deepfake,False,0.013400241732597351,0.33785519003868103,0.648744523525238,0.648744523525238
962.mp4,real(numeric),real,diffusion,False,0.3343759775161743,0.6469924449920654,0.01863160729408264,0.6469924449920654
id17_0002.mp4,real(id_pattern),real,deepfake,False,0.33866387605667114,0.016923420131206512,0.6444126963615417,0.6444126963615417
sora_0002.mp4,sora,diffusion,deepfake,False,0.13433967530727386,0.22160357236862183,0.6440566778182983,0.6440566778182983
id0_id23_0009.mp4,id_id(faceswap),deepfake,real,False,0.6311532855033875,0.002314086304977536,0.36653265357017517,0.6311532855033875
sora_0050.mp4,sora,diffusion,real,False,0.6279007196426392,0.2584083378314972,0.11369094252586365,0.6279007196426392
02_27__hugging_happy__GVFLSZD5.mp4,faceforensics(__),deepfake,diffusion,False,0.12912514805793762,0.624925434589386,0.2459494173526764,0.624925434589386
957.mp4,real(numeric),real,diffusion,False,0.2664552628993988,0.6205235719680786,0.11302120238542557,0.6205235719680786
id0_id9_0008.mp4,id_id(faceswap),deepfake,real,False,0.6176043748855591,0.2600885331630707,0.12230709195137024,0.6176043748855591
id19_0003.mp4,real(id_pattern),real,deepfake,False,0.38329392671585083,0.006208464037626982,0.6104975938796997,0.6104975938796997
sora_0001.mp4,sora,diffusion,real,False,0.6069436073303223,0.00698418915271759,0.38607221841812134,0.6069436073303223
03_06__hugging_happy__2XWC5JED.mp4,faceforensics(__),deepfake,diffusion,False,0.26403966546058655,0.6043029427528381,0.13165733218193054,0.6043029427528381
953.mp4,real(numeric),real,deepfake,False,0.38628730177879333,0.013788748532533646,0.5999239087104797,0.5999239087104797
03_09__outside_talking_still_laughing__RCETIXYL.mp4,faceforensics(__),deepfake,real,False,0.594941258430481,0.012703940272331238,0.392354816198349,0.594941258430481
id24_0002.mp4,real(id_pattern),real,deepfake,False,0.3292993903160095,0.07731868326663971,0.5933818817138672,0.5933818817138672
sora_0049.mp4,sora,diffusion,real,False,0.5899475812911987,0.29877492785453796,0.1112774983048439,0.5899475812911987
kling_0010.mp4,kling,diffusion,deepfake,False,0.27841344475746155,0.13284523785114288,0.5887413024902344,0.5887413024902344
id16_0008.mp4,real(id_pattern),real,deepfake,False,0.3887147903442383,0.026124032214283943,0.5851612091064453,0.5851612091064453
sora_0004.mp4,sora,diffusion,deepfake,False,0.385405957698822,0.029511481523513794,0.5850825309753418,0.5850825309753418
id20_0001.mp4,real(id_pattern),real,deepfake,False,0.36312636733055115,0.05253634601831436,0.5843372941017151,0.5843372941017151
Grok_0005.mp4,grok,diffusion,real,False,0.5810456871986389,0.38581809401512146,0.0331362821161747,0.5810456871986389
02_13__outside_talking_still_laughing__CP5HFV3K.mp4,faceforensics(__),deepfake,real,False,0.5765282511711121,0.03464213013648987,0.38882961869239807,0.5765282511711121
944.mp4,real(numeric),real,deepfake,False,0.3425619602203369,0.08340182900428772,0.5740362405776978,0.5740362405776978
id16_0012.mp4,real(id_pattern),real,deepfake,False,0.2908976078033447,0.13659264147281647,0.572509765625,0.572509765625
959.mp4,real(numeric),real,diffusion,False,0.3355593681335449,0.5573955178260803,0.10704508423805237,0.5573955178260803
926.mp4,real(numeric),real,diffusion,False,0.4119894206523895,0.5543424487113953,0.03366817161440849,0.5543424487113953
id25_0003.mp4,real(id_pattern),real,deepfake,False,0.43480727076530457,0.01224455051124096,0.5529481768608093,0.5529481768608093
id19_0007.mp4,real(id_pattern),real,deepfake,False,0.44575783610343933,0.0018164777429774404,0.5524256825447083,0.5524256825447083
id0_id20_0007.mp4,id_id(faceswap),deepfake,real,False,0.5495524406433105,0.023304197937250137,0.427143394947052,0.5495524406433105
id23_0009.mp4,real(id_pattern),real,deepfake,False,0.44282904267311096,0.009169953875243664,0.5480009913444519,0.5480009913444519
02_15__kitchen_still__XNJIS4S3.mp4,faceforensics(__),deepfake,real,False,0.5465165376663208,0.40828678011894226,0.04519668594002724,0.5465165376663208
02_15__talking_angry_couch__I8G2LWD1.mp4,faceforensics(__),deepfake,diffusion,False,0.03788749501109123,0.5409780740737915,0.42113441228866577,0.5409780740737915
02_11__meeting_serious__NZJ1YEWE.mp4,faceforensics(__),deepfake,diffusion,False,0.003909656777977943,0.539121687412262,0.45696866512298584,0.539121687412262
sora_0035.mp4,sora,diffusion,real,False,0.5336341261863708,0.21535764634609222,0.2510082423686981,0.5336341261863708
03_07__hugging_happy__BKLOCI1M.mp4,faceforensics(__),deepfake,real,False,0.5328962802886963,0.09766578674316406,0.36943790316581726,0.5328962802886963
id20_0009.mp4,real(id_pattern),real,deepfake,False,0.45976293087005615,0.011946453712880611,0.5282905697822571,0.5282905697822571
id0_id2_0008.mp4,id_id(faceswap),deepfake,real,False,0.5045731067657471,0.15668369829654694,0.3387431800365448,0.5045731067657471
927.mp4,real(numeric),real,deepfake,False,0.11250396817922592,0.38312041759490967,0.5043756365776062,0.5043756365776062
id19_0008.mp4,real(id_pattern),real,deepfake,False,0.46956196427345276,0.028180360794067383,0.5022576451301575,0.5022576451301575
941.mp4,real(numeric),real,deepfake,False,0.16015036404132843,0.3435803949832916,0.49626919627189636,0.49626919627189636
929.mp4,real(numeric),real,deepfake,False,0.327822744846344,0.17720197141170502,0.4949752688407898,0.4949752688407898
954.mp4,real(numeric),real,diffusion,False,0.32261815667152405,0.4913721978664398,0.18600964546203613,0.4913721978664398
03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,faceforensics(__),deepfake,diffusion,False,0.19050094485282898,0.48155736923217773,0.3279416859149933,0.48155736923217773
sora_0042.mp4,sora,diffusion,real,False,0.4740893542766571,0.45938214659690857,0.06652852147817612,0.4740893542766571
946.mp4,real(numeric),real,deepfake,False,0.38884803652763367,0.13761259615421295,0.4735393226146698,0.4735393226146698
03_13__outside_talking_still_laughing__GBYWJW06.mp4,faceforensics(__),deepfake,diffusion,False,0.30595940351486206,0.47089698910713196,0.2231435626745224,0.47089698910713196
id22_0000.mp4,real(id_pattern),real,deepfake,False,0.06393512338399887,0.46671706438064575,0.46934783458709717,0.46934783458709717
02_27__walking_down_indoor_hall_disgust__YQX5Z8GN.mp4,faceforensics(__),deepfake,real,False,0.4537661671638489,0.11807204782962799,0.42816174030303955,0.4537661671638489
951.mp4,real(numeric),real,deepfake,False,0.3971725404262543,0.19706864655017853,0.4057587683200836,0.4057587683200836
id0_id26_0002.mp4,id_id(faceswap),deepfake,real,False,0.3572932779788971,0.29492494463920593,0.3477817475795746,0.3572932779788971
