video_name,pred_class,pred_confidence,proba_real,proba_diffusion,proba_deepfake
11318--u6HRhOttQG4_26--AniPortraitVideo.mp4,real,0.5162192583084106,0.5162192583084106,0.13999693095684052,0.34378379583358765
12275--SAK2kObsiMY_14--AniPortraitVideo.mp4,deepfake,0.5609017014503479,0.3394293189048767,0.09966900199651718,0.5609017014503479
12275--SxEFrFChaGc_0--AniPortraitVideo.mp4,deepfake,0.5021242499351501,0.4186195433139801,0.07925625145435333,0.5021242499351501
13219--UEjGEXAndzY_19--AniPortraitVideo.mp4,real,0.6906358599662781,0.6906358599662781,0.10246004909276962,0.2069040685892105
14153--5mAI-v1nfOw_0--AniPortraitVideo.mp4,real,0.5829626321792603,0.5829626321792603,0.114414744079113,0.30262264609336853
15357--XDmfBTgIRUg_22--AniPortraitVideo.mp4,deepfake,0.5630731582641602,0.3242664039134979,0.11266039311885834,0.5630731582641602
15448--JDQcnQpxOj8_4--AniPortraitVideo.mp4,real,0.46698278188705444,0.46698278188705444,0.089072585105896,0.44394463300704956
15805--cyel18g9q0s_10--AniPortraitVideo.mp4,deepfake,0.5279834866523743,0.37156563997268677,0.10045082867145538,0.5279834866523743
16006--A_bC8fF6WZE_2--AniPortraitVideo.mp4,deepfake,0.662944495677948,0.2663349509239197,0.07072056829929352,0.662944495677948
16110--XDmfBTgIRUg_22--AniPortraitVideo.mp4,deepfake,0.7387633919715881,0.21029941737651825,0.050937239080667496,0.7387633919715881
16382--VLgGBz6rZvw_13--AniPortraitVideo.mp4,deepfake,0.5199292898178101,0.4389086663722992,0.04116200655698776,0.5199292898178101
17205--Ym3EvqlsfaA_15--AniPortraitVideo.mp4,real,0.8305409550666809,0.8305409550666809,0.09568165987730026,0.07377739995718002
17227--JZC_q1ZuDik_5--AniPortraitVideo.mp4,real,0.5934037566184998,0.5934037566184998,0.2529506981372833,0.15364551544189453
18084--qfEkv726kdQ_15--AniPortraitVideo.mp4,real,0.5749737024307251,0.5749737024307251,0.2375648319721222,0.1874614804983139
18221--63nDBr_Qavw_2--AniPortraitVideo.mp4,deepfake,0.622758150100708,0.33321404457092285,0.04402775689959526,0.622758150100708
21050--pwz5-eyCgXE_2--AniPortraitVideo.mp4,deepfake,0.7554123997688293,0.21991656720638275,0.02467101253569126,0.7554123997688293
22223--gmo_PhSftuc_0--AniPortraitVideo.mp4,deepfake,0.4006495177745819,0.3910885751247406,0.20826192200183868,0.4006495177745819
22614--SAK2kObsiMY_12--AniPortraitVideo.mp4,diffusion,0.4576219320297241,0.3820101320743561,0.4576219320297241,0.160367950797081
22792--viRfGNQjgQs_14--AniPortraitVideo.mp4,real,0.6252000331878662,0.6252000331878662,0.17050352692604065,0.20429645478725433
22942--_Oh6aLNkW5o_0--AniPortraitVideo.mp4,real,0.6663137078285217,0.6663137078285217,0.056271087378263474,0.2774151861667633
23205--W4rtGPCsoXA_4--AniPortraitVideo.mp4,real,0.49444445967674255,0.49444445967674255,0.23045703768730164,0.2750984728336334
23809--GZQMDeQs0-k_0--AniPortraitVideo.mp4,real,0.8142401576042175,0.8142401576042175,0.05958142131567001,0.12617847323417664
24793--UEjGEXAndzY_19--AniPortraitVideo (1).mp4,real,0.435268372297287,0.435268372297287,0.25817954540252686,0.30655208230018616
24793--UEjGEXAndzY_19--AniPortraitVideo.mp4,real,0.435268372297287,0.435268372297287,0.25817954540252686,0.30655208230018616
25209--xgMGnhrKZQI_56--AniPortraitVideo (1).mp4,real,0.5717255473136902,0.5717255473136902,0.09796088933944702,0.3303135931491852
25209--xgMGnhrKZQI_56--AniPortraitVideo.mp4,real,0.5717255473136902,0.5717255473136902,0.09796088933944702,0.3303135931491852
25302--Uu3xazfdmvk_15--AniPortraitVideo.mp4,real,0.7795579433441162,0.7795579433441162,0.12449248135089874,0.09594960510730743
25518--ZyQOxWQ63Vc_3--AniPortraitVideo.mp4,real,0.5496371388435364,0.5496371388435364,0.0882682129740715,0.3620946705341339
